name,image_url,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type
Taj Mahal,http://s3-media1.fl.yelpcdn.com/bphoto/YIeM3tDCCtbsg9M_H2VKZA/ms.jpg,http://www.yelp.com/biz/taj-mahal-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,168,4,Awesome lunch buffet place with lots of options. There was plenty of vegetarian and some vegan dishes as well as the usual meat dishes like chicken marsala...,,40.54744339,-80.01860809,indpak,food
Tamarind,http://s3-media4.fl.yelpcdn.com/bphoto/tl754S17-WM_BvhkKQmQDw/ms.jpg,http://www.yelp.com/biz/tamarind-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,161,4,Tamarind is well rounded restaurant that provides a very enjoyable eating experience. We had the Saag with lamb. This dish is fantastic. I would eat this...,Oakland,40.4511261,-79.95192719,indpak,food
Tan Lac Vien,http://s3-media4.fl.yelpcdn.com/bphoto/2TJTcNPK3XrtecDBcnPICw/ms.jpg,http://www.yelp.com/biz/tan-lac-vien-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,121,4,"Another hidden gem of Pittsburgh, nestled in the deeper ends of squirrel hill.

This is my 3rd time here, and the quality of food has yet to stray from...",Squirrel Hill,40.4332008,-79.9232483,vietnamese,food
Tartine,http://s3-media4.fl.yelpcdn.com/bphoto/oPPyhwXgEKRuNgVF15ohIg/ms.jpg,http://www.yelp.com/biz/tartine-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"Before attending the Steeler game today, we stopped for Brunch. I had a toasted slice of country bread with fresh pears, blue cheese, fig preserves and...",West End,40.4416303,-80.0330321,french,food
Taste of India,http://s3-media4.fl.yelpcdn.com/bphoto/Lz3VHnQzmtyTuk8uvUlvpw/ms.jpg,http://www.yelp.com/biz/taste-of-india-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,84,4,"Loved it! Absolutely LOVED it!
The BF and I went here over the weekend and it was wonderful. We started out with the chicken samosas. I would have probably...",Bloomfield,40.46571732,-79.95352173,indpak,food
Tazza D'oro Cafe & Espresso Bar,http://s3-media2.fl.yelpcdn.com/bphoto/v-oHUyG7TIFF8ZHOpsCgWA/ms.jpg,http://www.yelp.com/biz/tazza-d-oro-cafe-and-espresso-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,109,4.5,Love it here! My boyfriend and I always walk our dog and stop for a latte while passing by. Never a disappointment! And absolutely loved that they offered...,Highland Park,40.47488403,-79.91886139,coffee,food
Teppanyaki Kyoto,http://s3-media2.fl.yelpcdn.com/bphoto/tWawZjiDaOpQYI8hB7QGBg/ms.jpg,http://www.yelp.com/biz/teppanyaki-kyoto-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,104,4,"What a cool little place in Pittsburgh (that I never knew existed)! Walking past, you would think it was your run of the mill Japanese sushi restaurant....",Highland Park,40.47570801,-79.92042542,japanese,food
Thai Cuisine,http://s3-media1.fl.yelpcdn.com/bphoto/Wi0gz6AV-CGB7ylF4zGutA/ms.jpg,http://www.yelp.com/biz/thai-cuisine-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,166,4,"My favorite go to for thai comfort food! The staff is always friendly, the food is always hot and prepared exactly the way I ask for it. I'm a lover of very...",Bloomfield,40.46254961,-79.94976007,thai,food
Thai Gourmet,http://s3-media1.fl.yelpcdn.com/bphoto/wmmOboI0puQ4uewhL0O9Lw/ms.jpg,http://www.yelp.com/biz/thai-gourmet-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,115,4,I LOVE this place. I'm actually eating leftovers as I type this review. I've been here at least10 times... Always great food at a reasonable price with good...,Bloomfield,40.46309508,-79.95161355,thai,food
Thai Spoon,http://s3-media2.fl.yelpcdn.com/bphoto/g30tHZ5JJcl7uPu1_LaEGw/ms.jpg,http://www.yelp.com/biz/thai-spoon-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,70,4,"The most legit Thai Food in the Pittsburgh Area - this place trumps Nicky's Thai any day!

We were looking for Thai places in Mount Lebanon while driving...",Dormont,40.39532089,-80.03462219,thai,food
That's Amore,http://s3-media1.fl.yelpcdn.com/bphoto/UlRiGkq5iNaqL-ZffSGBCA/ms.jpg,http://www.yelp.com/biz/thats-amore-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,14,4,I work close to here so we get pizza from here pretty often. It's always pretty tasty and comes at a good price. Never a complaint.,Lawrenceville,40.47905,-79.95547,pizza,food
The Allegheny Wine Mixer,http://s3-media4.fl.yelpcdn.com/bphoto/8vLxTW1eTQS7pG1trQALfw/ms.jpg,http://www.yelp.com/biz/the-allegheny-wine-mixer-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,86,4.5,"Neat place! Awesome concept! I'm more of a wine drinker rather than a beer drinker so finding a wine bar is a huge win for me.

After an early dinner at...",Lawrenceville,40.4824569,-79.951507,nightlife,nightlife
The Big Idea Bookstore and Cafe,http://s3-media2.fl.yelpcdn.com/bphoto/OVD7h36ecgENeHxV-e9gtA/ms.jpg,http://www.yelp.com/biz/the-big-idea-bookstore-and-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,4.5,"This is such an awesome bookstore and I am so glad that this store exists!

The store is pretty small, but it is well stocked with an excellent variety of...",Bloomfield,40.4601392,-79.9467527,cafes,food
The Commonplace Coffeehouse,http://s3-media3.fl.yelpcdn.com/bphoto/HrNii4Fw37cVJGeXs7vcnA/ms.jpg,http://www.yelp.com/biz/the-commonplace-coffeehouse-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,115,4.5,Since we're a family of carpetbaggers who have transplanted themselves from the Bay Area to Pittsburgh....id like to say that even if we are only two months...,Squirrel Hill,40.4382019,-79.9218979,coffee,food
The Enrico Biscotti,http://s3-media4.fl.yelpcdn.com/bphoto/uDIeh8pm4TyNRzUe8r7znA/ms.jpg,http://www.yelp.com/biz/the-enrico-biscotti-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,111,4,"So...it was our last day in Pittsburgh, so we decide to head to The Strip for breakfast. The place we were going to had a line out the door, but we saw a...",Strip District,40.45131,-79.98323,bakeries,food
The Mintt,http://s3-media4.fl.yelpcdn.com/bphoto/wXV3YXhQ4x3iLTBqSCakyw/ms.jpg,http://www.yelp.com/biz/the-mintt-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,75,3.5,My husband I both loved the Tandoori chicken and the Vindaloo. We will definitely be back for more!,Banksville,40.40109,-80.04244,indpak,food
The Park House,http://s3-media1.fl.yelpcdn.com/bphoto/MmRfdtzWBKUo674zE3LPbw/ms.jpg,http://www.yelp.com/biz/the-park-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,51,4,Awesome place! I go on Wednesdays for bluegrass night and a few beers. They have a great selection on beer and the decor is so cool and interesting. It's a...,North Side,40.45313,-80.0014,nightlife,nightlife
The Pub Chip Shop,http://s3-media3.fl.yelpcdn.com/bphoto/bsXMjjWiISg1OTd2xMskYw/ms.jpg,http://www.yelp.com/biz/the-pub-chip-shop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,123,4.5,"This is my favorite place to hit in the mecca of greasy deliciousness and alcohol South Side.
My trashy roots are over on this side of the river so I...",South Side,40.428429,-79.979393,bakeries,food
The Smiling Moose,http://s3-media1.fl.yelpcdn.com/bphoto/ht2akUpR0ZwAk1_WvkE2zQ/ms.jpg,http://www.yelp.com/biz/the-smiling-moose-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,90,4,Have you ever been obsessed with an obscure band and you live your life with an internal struggle between telling everyone to listen to them and keeping...,South Side,40.4286,-79.984947,nightlife,nightlife
The Summit,http://s3-media3.fl.yelpcdn.com/bphoto/sRUnfMQ1LBl0tSqGIqlNeg/ms.jpg,http://www.yelp.com/biz/the-summit-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4,"This is my favorite bar in the mount and one of my favorite bars in all of Pittsburgh. The featured cocktails are all delicious. Seriously, you can't go...",Mt. Washington,40.43071171,-80.00749105,nightlife,nightlife
The Tong Garden,http://s3-media2.fl.yelpcdn.com/bphoto/2HG4KOffvVmwmqkEzCfWgg/ms.jpg,http://www.yelp.com/biz/the-tong-garden-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,4,Great food at good prices. Very generous portions. And FAST service. Great service. The owners/Employees are very nice and friendly people. I go there for...,Brookline,40.39175415,-80.01776886,chinese,food
The Twisted Frenchman,http://s3-media1.fl.yelpcdn.com/bphoto/uc_sDmORXluaJimSv25l3w/ms.jpg,http://www.yelp.com/biz/the-twisted-frenchman-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,47,5,"My husband and I went here from my birthday dinner on January 9th.  We're very open and love to explore new food.  (Sorry, picky eaters, but this may not be...",East Liberty,40.46021317,-79.92512119,french,food
The Vandal,http://s3-media3.fl.yelpcdn.com/bphoto/uuce6VuOXlM0V7aNh63nqw/ms.jpg,http://www.yelp.com/biz/the-vandal-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,47,4.5,"On a chilly Thursday morning after a night shift, I found myself in Lawrenceville wanting to treat myself to a nice breakfast (or would that be dinner?). In...",Lawrenceville,40.47077179,-79.95993805,sandwiches,food
Thick Bikes,http://s3-media3.fl.yelpcdn.com/bphoto/tgQE5wE8Y9A61ydquuGFVg/ms.jpg,http://www.yelp.com/biz/thick-bikes-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,4.5,What an incredibly honest and friendly staff.  Went in on one occasion with questions as to strategies for getting into riding again after years.  They had...,South Side,40.4294602,-79.9838282,active,active
Thin Man Sandwich Shop,http://s3-media1.fl.yelpcdn.com/bphoto/ahf8KCrNhdF25YakLDU4-w/ms.jpg,http://www.yelp.com/biz/thin-man-sandwich-shop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,86,4,"So great! Takes a ""normal sandwich"" and adds such a great combination of flavors that you can't help but leave smiling. Staff is wonderful; everything made...",Strip District,40.4521386,-79.9838044,sandwiches,food
Three Rivers Arts Festival,http://s3-media2.fl.yelpcdn.com/bphoto/H0kwwdm7npeBTcKOvtCG7g/ms.jpg,http://www.yelp.com/biz/three-rivers-arts-festival-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4,I love the Arts Fest! It's my favorite thing to do in Pittsburgh all year long. I try to go as many days as possible during the 10 day long festival. I love...,Downtown,40.43965861,-80.00752687,arts,arts
TMD,http://s3-media2.fl.yelpcdn.com/bphoto/q_ge1sVO85QNLdFYRdBcYQ/ms.jpg,http://www.yelp.com/biz/tmd-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,5,5,"I get fresher fish than them but that's because I live in Hawaii. Well, it's a very very exclusive invite only place and really worth the wait. I think I've...",Oakland,40.45554352,-79.95342255,sushi,food
Tootie's Famous Italian Beef,http://s3-media4.fl.yelpcdn.com/bphoto/hwB12j--vbk-zhltQk7WjA/ms.jpg,http://www.yelp.com/biz/tooties-famous-italian-beef-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,63,4.5,"The Tootie's beef sandwich is a perfect cylinder of tastes, requiring neither melted cheese nor ranch dressing, Frank's nor french fries. Pittsburgh, with...",South Side,40.42869,-79.9827,sandwiches,food
Tram's Kitchen,http://s3-media2.fl.yelpcdn.com/bphoto/H57rcjj09QiWM0e2g83gjw/ms.jpg,http://www.yelp.com/biz/trams-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,211,4,"Not the best looking place, but they definitely make up for it with their food.

Best, freshest noodles I have ever tasted. I got the coconut noodles and...",Bloomfield,40.4653511,-79.9559402,vietnamese,food
Tribute To Children,http://s3-media4.fl.yelpcdn.com/bphoto/FeuaUlubwfDXer9rfHfPvQ/ms.jpg,http://www.yelp.com/biz/tribute-to-children-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"Cool, beautiful, larger than life statue of Mr Rogers.  It's in Pittsburgh Memorial mile* featuring memorials to WWII, Vietnam war, Korean War, children...",North Side,40.4461403,-80.0172577,arts,arts
Umbrella Cafe,http://s3-media3.fl.yelpcdn.com/bphoto/KTRHFTXHrzc-YhKRPYdg2w/ms.jpg,http://www.yelp.com/biz/umbrella-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,20,4.5,"Only the cutest new place to open its doors downtown!

Downtown, especially Liberty Ave, has been craving a little joint like this. It has an incredibly...",Downtown,40.4436644,-79.9961959,cafes,food
Umi,http://s3-media3.fl.yelpcdn.com/bphoto/yv3abZtS7_e4x_eYebhEIg/ms.jpg,http://www.yelp.com/biz/umi-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,4,This is a copy of my review for the event that this fine establishment hosted. I was not aware that the review would not show up on their restaurant page. I...,Shadyside,40.4571304,-79.9296112,japanese,food
Verve,http://s3-media4.fl.yelpcdn.com/bphoto/KuByseHqYloed2jWefAp6A/ms.jpg,http://www.yelp.com/biz/verve-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,37,4,"I moved to Pittsburgh almost 2 years ago and tried numerous salons. I had difficulty finding a place that I felt actually knew how to deal with my curly,...",Downtown,40.44305094,-80.0023663,active,active
Vietnam's Pho,http://s3-media1.fl.yelpcdn.com/bphoto/tvQKvTbSoJoPlKWew7QmoA/ms.jpg,http://www.yelp.com/biz/vietnams-pho-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,110,3.5,"Don't be daunted by the barren, unfinished storefront-this place has great food.

When you walk in, it looks like you're in for food of questionable...",Strip District,40.44945145,-79.98692322,vietnamese,food
Wang's Kitchen,http://s3-media4.fl.yelpcdn.com/bphoto/xguMFws8nmn_Ao5S3ewS1g/ms.jpg,http://www.yelp.com/biz/wangs-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,21,4,"Very reliable for prompt delivery and accuracy.
The food is essentially the same as any other chinese take-out placein the city. However, it is consistently...",,40.38275528,-79.97650909,chinese,food
Wesley's Delicatessen & Catering,http://s3-media3.fl.yelpcdn.com/bphoto/rqoaQC5pVZY4_TCe_TWyJQ/ms.jpg,http://www.yelp.com/biz/wesleys-delicatessen-and-catering-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,4.5,"I just came back from Wesley's and boy, was I impressed all around! The owner and staff was incredibly nice! They offered me a sample of their Manhattan...",Downtown,40.4394913,-80.0009384,sandwiches,food
Wild Card,http://s3-media3.fl.yelpcdn.com/bphoto/o5bahc6a-h7Jpdv2_vTEvw/ms.jpg,http://www.yelp.com/biz/wild-card-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,57,4.5,"Wildcard has become my go-to place for cards, stationary, and unique gifts. It's an absolute must-visit in Lawrenceville!

The shop itself is really cute,...",Lawrenceville,40.4705696,-79.9606628,shopping,shopping
Wing Fat Hong Oriental Food Market,http://s3-media3.fl.yelpcdn.com/bphoto/iuXXptRTaenzBlfaGdu2hQ/ms.jpg,http://www.yelp.com/biz/wing-fat-hong-oriental-food-market-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,3,"Dear Wing Fat Hong Oriental Food Market- I love the new store across the street on 23rd and Penn. It has wider aisles, and the same quality and quantity of...",Strip District,40.4529,-79.981789,ethnicmarkets,food
Ya Fei Restaurant,http://s3-media3.fl.yelpcdn.com/bphoto/qEKSuXFazXJSsNowXzkF0Q/ms.jpg,http://www.yelp.com/biz/ya-fei-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,41,4,"I WOULD GIVE THIS PLACE 10 STARS IF I COULD!

I honestly can not say enough AWESOME things about this restaurant and their impeccable service.
My very...",,40.452805,-80.168932,sushi,food
Yoga Flow,http://s3-media1.fl.yelpcdn.com/bphoto/XggYITLzMiiw8kBxMvcm3Q/ms.jpg,http://www.yelp.com/biz/yoga-flow-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"i was introduced to yoga flow by a friend and wasn't sure what to expect. i practice yoga mainly at home, so a studio was quite new to me. i took my first...",Shadyside,40.45121,-79.9341507,active,active
Yovi's,http://s3-media1.fl.yelpcdn.com/bphoto/AumHtY2rT2Lt16Lw3uchRw/ms.jpg,http://www.yelp.com/biz/yovis-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,21,4.5,"I grew up on the south side of Chicago. Yovi's is absolutely the real deal. I heard about the place through, of all Pittsburgh things, a Rick Sebak...",Downtown,40.44130908,-80.00280082,sandwiches,food
Yuva India Kitchen + Bar,http://s3-media1.fl.yelpcdn.com/bphoto/DBZOSgnsS55m5_H0qS2H9Q/ms.jpg,http://www.yelp.com/biz/yuva-india-kitchen-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,72,3,"Excellent lunch plate. We got the plates that included the Vindaloo and Butter Chicken respectively. Tons of flavor, generous portion, fast service and...",Oakland,40.44477,-79.94888,indpak,food
Zeke's Coffee,http://s3-media4.fl.yelpcdn.com/bphoto/dzoe_5UD3jrO4q14Ofx31w/ms.jpg,http://www.yelp.com/biz/zekes-coffee-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,47,4.5,"Zeke's Coffee... It's the best!

A while back I started noticing that my favorite local coffee shops were all using Zeke's. During a recent visit to...",East Liberty,40.461502,-79.923988,coffee,food
